Muestra,Tiempo,Temp,Hum,Pres,Den,DP,Ref,VelFrec,PWM,Control,Error,ESTADOvariador,ERRORvariador,TiempoRel
55,3.6,3.98,4.92,0.042,9.6,0.0,75.6,2.16,804.0,16.0,54.0,1.0,3.0,3.6
56,3.98,4.01,3.11,0.031600002,7.1,0.0,95.2,2.17,939.0,15.1,55.0,1.0,4.0,3.98
57,3.45,4.2,3.4,0.0458,3.3,0.0,87.1,2.28,961.0,10.7,56.0,1.0,5.0,3.45
58,4.94,4.33,4.27,0.0327,12.5,0.0,91.1,3.0,1063.0,16.1,57.0,1.0,6.0,4.94
59,4.15,4.24,3.01,0.0397,9.1,0.0,81.6,3.42,1006.0,13.3,58.0,1.0,7.0,4.15
60,3.81,3.15,4.1,0.031600002,3.5,0.0,80.8,2.24,936.0,15.3,59.0,1.0,8.0,3.81
61,4.69,3.65,3.27,0.0436,15.8,0.0,82.0,2.31,1091.0,15.5,60.0,1.0,9.0,4.69
62,3.76,3.46,4.76,0.0366,14.7,0.0,86.7,2.34,1049.0,5.0,61.0,1.0,10.0,3.76
63,3.58,3.11,4.44,0.0418,14.8,0.0,99.1,2.34,1010.0,6.4,62.0,1.0,11.0,3.58
64,3.18,3.14,3.25,0.0418,5.8,0.0,86.7,2.25,989.0,5.9,63.0,1.0,12.0,3.18
65,4.54,4.4,4.96,0.0435,6.3,0.0,92.7,2.84,1040.0,12.8,64.0,1.0,13.0,4.54
66,3.64,3.76,3.37,0.0375,17.5,0.0,91.1,2.15,1052.0,9.0,65.0,1.0,14.0,3.64
67,4.47,3.37,3.99,0.0347,4.5,0.0,79.2,2.15,910.0,12.3,66.0,1.0,15.0,4.47
68,4.79,4.01,4.25,0.038900003,8.8,0.0,82.9,2.79,864.0,11.3,67.0,1.0,16.0,4.79
69,3.17,3.46,3.38,0.044299997,6.8,0.0,88.9,2.0,970.0,11.6,68.0,1.0,17.0,3.17
70,3.47,4.88,4.59,0.048699997,16.5,0.0,81.9,3.21,996.0,16.5,69.0,1.0,18.0,3.47
71,4.84,4.34,3.67,0.0419,9.5,0.0,98.4,2.62,989.0,12.5,70.0,1.0,19.0,4.84
72,3.19,3.31,4.03,0.0398,17.8,0.0,96.1,3.26,825.0,11.9,71.0,1.0,20.0,3.19
73,4.65,4.91,4.07,0.0424,14.5,0.0,70.3,3.04,979.0,10.1,72.0,1.0,21.0,4.65
74,4.03,3.32,3.32,0.044099998,3.4,0.0,70.6,2.04,850.0,10.7,73.0,1.0,22.0,4.03
75,3.65,4.47,3.22,0.0379,14.7,0.0,80.0,2.67,889.0,9.6,74.0,1.0,23.0,3.65
76,3.39,4.08,4.03,0.0357,14.1,0.0,96.2,2.98,829.0,3.2,75.0,1.0,24.0,3.39
77,4.96,4.55,4.3,0.0394,8.5,0.0,72.1,2.16,957.0,15.1,76.0,1.0,25.0,4.96
78,3.32,3.44,4.91,0.0498,3.2,0.0,89.3,2.12,1027.0,13.6,77.0,1.0,26.0,3.32
79,4.14,4.99,4.66,0.0335,15.1,0.0,90.3,2.7,1039.0,12.3,78.0,1.0,27.0,4.14
80,4.5,3.1,3.23,0.0369,8.5,0.0,98.6,3.02,1019.0,12.3,79.0,1.0,28.0,4.5
81,3.16,3.99,4.71,0.0339,5.0,0.0,73.1,2.11,1092.0,16.6,80.0,1.0,29.0,3.16
82,4.28,4.77,3.1,0.0383,15.6,0.0,95.7,2.41,833.0,11.9,81.0,1.0,30.0,4.28
83,4.04,3.26,3.91,0.049000002,5.2,0.0,83.4,3.41,811.0,9.4,82.0,1.0,31.0,4.04
84,3.41,4.27,4.79,0.0484,16.7,0.0,88.4,3.4,1013.0,10.0,83.0,1.0,32.0,3.41
85,3.02,4.32,4.32,0.0354,13.9,0.0,88.1,2.11,865.0,17.7,84.0,1.0,33.0,3.02
86,3.19,4.5,4.77,0.044099998,11.6,0.0,76.2,2.27,910.0,15.0,85.0,1.0,34.0,3.19
87,4.56,4.9,4.52,0.0348,9.4,0.0,91.2,3.49,1059.0,12.4,86.0,1.0,35.0,4.56
88,3.95,3.21,4.31,0.0401,7.5,0.0,85.0,2.18,901.0,4.1,87.0,1.0,36.0,3.95
89,3.05,4.73,4.37,0.0369,17.6,0.0,81.0,2.57,1028.0,3.3,88.0,1.0,37.0,3.05
90,4.0,3.89,3.62,0.0354,9.3,0.0,97.5,2.21,1018.0,7.3,89.0,1.0,38.0,4.0
91,3.15,4.64,3.94,0.0463,13.8,0.0,85.0,2.39,835.0,3.2,90.0,1.0,39.0,3.15
92,3.2,3.6,3.5,0.0468,17.1,0.0,71.6,3.42,1014.0,17.7,91.0,1.0,40.0,3.2
93,3.34,4.28,4.71,0.0348,15.5,0.0,98.7,2.46,1001.0,13.3,92.0,1.0,41.0,3.34
94,4.19,3.71,3.2,0.0464,10.9,0.0,92.9,2.21,893.0,11.0,93.0,1.0,42.0,4.19
95,4.42,4.38,4.82,0.0344,10.8,0.0,98.0,2.1,813.0,7.3,94.0,1.0,43.0,4.42
96,4.96,4.47,4.7,0.0387,7.3,0.0,88.0,3.25,1000.0,6.3,95.0,1.0,44.0,4.96
97,3.0,4.8,4.78,0.0357,15.3,0.0,86.1,3.02,824.0,17.8,96.0,1.0,45.0,3.0
98,4.09,3.1,3.49,0.0318,17.0,0.0,84.5,3.14,862.0,13.5,97.0,1.0,46.0,4.09
99,4.34,3.75,4.21,0.045100003,5.6,0.0,95.5,2.93,985.0,13.1,98.0,1.0,47.0,4.34
100,3.37,3.79,3.98,0.04,6.7,0.0,98.3,2.09,814.0,11.5,99.0,1.0,48.0,3.37
101,4.15,4.6,3.67,0.044,13.7,0.0,98.4,3.28,842.0,14.6,100.0,1.0,49.0,4.15
102,4.69,3.9,3.23,0.0378,9.3,0.0,96.2,2.28,963.0,14.1,101.0,1.0,50.0,4.69
103,3.0,4.94,4.07,0.0356,13.1,0.0,94.0,3.1,1078.0,11.6,102.0,1.0,51.0,3.0
104,4.76,4.84,3.52,0.040799998,4.4,0.0,94.4,2.31,839.0,3.4,103.0,2.0,0.0,4.76
105,4.7,3.63,4.47,0.0324,17.3,0.0,72.8,2.19,871.0,13.4,104.0,2.0,1.0,4.7
106,3.88,4.63,4.59,0.0319,5.9,0.0,98.1,2.58,952.0,8.6,105.0,2.0,2.0,3.88
107,3.99,4.88,3.44,0.038,9.6,0.0,88.7,2.11,853.0,16.3,106.0,2.0,3.0,3.99
108,4.67,3.34,4.39,0.038399998,8.1,0.0,93.6,3.24,909.0,17.9,107.0,2.0,4.0,4.67
109,4.89,4.27,4.73,0.0481,12.5,0.0,86.7,2.16,810.0,16.6,108.0,2.0,5.0,4.89
110,4.72,3.28,4.98,0.037,11.7,0.0,83.5,3.24,831.0,17.7,109.0,2.0,6.0,4.72
111,4.11,3.12,3.63,0.041199997,6.1,0.0,94.6,3.39,1090.0,8.1,110.0,2.0,7.0,4.11
112,4.28,4.5,3.0,0.045900002,8.4,0.0,72.1,3.3,1013.0,17.2,111.0,2.0,8.0,4.28
113,4.59,4.77,4.79,0.0332,10.2,0.0,83.0,3.44,932.0,16.3,112.0,2.0,9.0,4.59
114,4.21,4.56,3.18,0.049099997,13.0,0.0,85.3,2.31,922.0,12.6,113.0,2.0,10.0,4.21
115,4.29,4.44,4.75,0.037,4.6,0.0,70.4,2.2,1099.0,12.9,114.0,2.0,11.0,4.29
116,3.52,4.28,3.0,0.036199998,17.0,0.0,91.8,3.3,1088.0,12.9,115.0,2.0,12.0,3.52
117,3.59,3.78,4.59,0.0461,16.2,0.0,98.3,3.35,915.0,7.8,116.0,2.0,13.0,3.59
118,4.7,3.28,3.51,0.0444,14.9,0.0,94.0,2.54,881.0,12.5,117.0,2.0,14.0,4.7
119,4.23,4.25,3.19,0.035,11.1,0.0,71.0,2.69,872.0,17.3,118.0,2.0,15.0,4.23
120,4.94,3.1,4.92,0.0364,5.4,0.0,86.9,3.46,870.0,14.1,119.0,2.0,16.0,4.94
121,3.61,4.25,3.34,0.044899996,12.0,0.0,82.0,2.19,862.0,5.2,120.0,2.0,17.0,3.61
122,4.22,4.81,4.66,0.0368,10.3,0.0,99.3,2.6,828.0,15.2,121.0,2.0,18.0,4.22
123,4.64,4.78,4.56,0.0471,12.1,0.0,91.7,2.89,893.0,8.5,122.0,2.0,19.0,4.64
124,4.2,4.02,4.12,0.031600002,12.7,0.0,78.9,3.36,928.0,12.6,123.0,2.0,20.0,4.2
125,4.23,4.36,3.05,0.0307,11.3,0.0,77.2,2.51,811.0,4.6,124.0,2.0,21.0,4.23
126,3.4,4.53,3.57,0.0433,7.5,0.0,91.2,2.03,1025.0,6.9,125.0,2.0,22.0,3.4
127,4.6,4.38,4.29,0.0375,12.8,0.0,75.8,2.01,894.0,17.2,126.0,2.0,23.0,4.6
128,3.36,3.46,3.73,0.0364,16.4,0.0,96.2,2.83,976.0,17.2,127.0,2.0,24.0,3.36
129,3.59,3.62,4.45,0.0416,5.7,0.0,84.2,2.69,828.0,5.2,128.0,2.0,25.0,3.59
130,4.98,3.92,4.45,0.0428,13.0,0.0,90.0,2.48,870.0,7.3,129.0,2.0,26.0,4.98
131,3.72,3.01,3.09,0.0321,11.6,0.0,96.3,3.42,1083.0,4.3,130.0,2.0,27.0,3.72
132,3.19,3.86,3.56,0.031600002,13.4,0.0,73.1,3.19,857.0,3.4,131.0,2.0,28.0,3.19
133,4.66,3.97,3.77,0.046,4.2,0.0,81.5,2.14,937.0,17.1,132.0,2.0,29.0,4.66
134,3.77,4.24,4.84,0.033299997,8.0,0.0,77.4,2.31,1063.0,15.7,133.0,2.0,30.0,3.77
135,4.44,4.64,3.51,0.0312,5.9,0.0,82.9,3.49,909.0,16.4,134.0,2.0,31.0,4.44
136,3.59,4.1,4.53,0.039100002,15.1,0.0,78.3,2.57,900.0,15.5,135.0,2.0,32.0,3.59
137,4.53,3.61,3.58,0.039100002,9.3,0.0,72.9,2.03,1096.0,5.0,136.0,2.0,33.0,4.53
138,3.72,3.19,3.41,0.0304,8.1,0.0,88.7,2.18,1026.0,12.2,137.0,2.0,34.0,3.72
139,4.62,4.76,4.17,0.0326,4.3,0.0,97.0,2.95,974.0,12.4,138.0,2.0,35.0,4.62
140,4.29,3.88,3.48,0.0478,14.7,0.0,97.9,3.21,1035.0,15.3,139.0,2.0,36.0,4.29
141,4.26,4.68,3.06,0.0499,13.5,0.0,70.8,2.88,929.0,5.9,140.0,2.0,37.0,4.26
142,3.19,3.64,4.37,0.031600002,14.8,0.0,88.8,3.26,1096.0,17.1,141.0,2.0,38.0,3.19
143,4.48,4.61,3.51,0.0318,5.7,0.0,99.8,3.33,820.0,7.6,142.0,2.0,39.0,4.48
144,3.63,3.35,4.06,0.040799998,14.8,0.0,87.8,2.61,828.0,10.9,143.0,2.0,40.0,3.63
145,4.92,4.53,4.78,0.0353,17.5,0.0,92.3,3.19,977.0,5.1,144.0,2.0,41.0,4.92
146,3.32,3.19,4.31,0.0335,9.8,0.0,80.4,2.75,1062.0,4.8,145.0,2.0,42.0,3.32
147,4.78,3.65,3.45,0.0379,10.5,0.0,93.4,3.1,870.0,5.7,146.0,2.0,43.0,4.78
148,4.66,4.34,3.83,0.0375,11.4,0.0,86.3,2.37,837.0,8.5,147.0,2.0,44.0,4.66
149,3.93,3.86,3.33,0.0424,17.7,0.0,79.9,2.06,964.0,7.4,148.0,2.0,45.0,3.93
150,4.1,3.82,3.05,0.0414,3.2,0.0,76.7,2.8,965.0,12.1,149.0,2.0,46.0,4.1
151,4.6,4.6,4.12,0.030299999,16.0,0.0,99.1,2.85,1006.0,6.5,150.0,2.0,47.0,4.6
152,3.84,4.88,3.0,0.038599998,13.0,0.0,78.5,2.5,867.0,7.5,151.0,2.0,48.0,3.84
153,4.83,4.17,4.36,0.030199999,6.9,0.0,90.2,3.49,1028.0,15.8,152.0,2.0,49.0,4.83
154,4.95,3.05,4.19,0.039100002,5.1,0.0,78.9,2.25,922.0,10.4,153.0,2.0,50.0,4.95
155,3.83,3.26,3.19,0.0301,11.0,0.0,96.2,2.64,806.0,17.4,154.0,2.0,51.0,3.83
156,4.31,4.36,4.2,0.040799998,10.4,0.0,75.8,2.25,862.0,12.7,155.0,3.0,0.0,4.31
157,3.0,4.14,3.96,0.0499,7.5,0.0,81.1,2.58,997.0,16.3,156.0,3.0,1.0,3.0
158,3.21,3.86,4.36,0.031,14.2,0.0,93.9,2.12,1054.0,5.3,157.0,3.0,2.0,3.21
159,4.71,3.38,3.21,0.039100002,4.3,0.0,93.5,3.43,988.0,9.0,158.0,3.0,3.0,4.71
160,4.75,4.68,3.13,0.0315,11.6,0.0,89.2,3.07,843.0,12.1,159.0,3.0,4.0,4.75
161,4.34,4.28,4.43,0.0379,13.6,0.0,96.9,2.97,832.0,3.4,160.0,3.0,5.0,4.34
162,3.21,3.47,3.34,0.044899996,14.6,0.0,83.7,2.57,1003.0,13.9,161.0,3.0,6.0,3.21
163,4.86,3.96,3.85,0.0424,15.2,0.0,75.0,2.88,1083.0,9.3,162.0,3.0,7.0,4.86
164,3.02,3.95,4.36,0.0354,3.8,0.0,71.2,2.31,1051.0,16.0,163.0,3.0,8.0,3.02
165,4.14,4.12,4.36,0.0437,3.9,0.0,93.0,2.31,1095.0,11.5,164.0,3.0,9.0,4.14
166,4.08,3.09,3.39,0.0367,9.9,0.0,98.1,2.19,910.0,9.6,165.0,3.0,10.0,4.08
167,4.77,4.22,4.42,0.048,11.1,0.0,82.0,2.49,915.0,11.5,166.0,3.0,11.0,4.77
168,4.94,4.45,3.02,0.033299997,6.0,0.0,82.5,2.8,936.0,8.6,167.0,3.0,12.0,4.94
169,4.81,3.58,3.05,0.049200002,14.0,0.0,81.7,3.34,1081.0,13.1,168.0,3.0,13.0,4.81
170,3.35,4.55,3.72,0.0343,15.2,0.0,84.2,2.01,944.0,4.3,169.0,3.0,14.0,3.35
171,4.18,4.6,4.29,0.045500003,11.2,0.0,98.1,3.41,1079.0,4.4,170.0,3.0,15.0,4.18
172,4.28,4.04,3.55,0.041100003,6.1,0.0,91.3,3.32,995.0,9.0,171.0,3.0,16.0,4.28
173,4.61,3.64,3.05,0.0422,4.3,0.0,95.1,2.04,916.0,17.3,172.0,3.0,17.0,4.61
174,4.88,4.43,3.39,0.0402,12.3,0.0,81.8,3.36,994.0,5.0,173.0,3.0,18.0,4.88
175,4.32,4.82,3.97,0.0359,10.3,0.0,91.2,2.19,917.0,7.0,174.0,3.0,19.0,4.32
176,3.15,4.78,4.42,0.0345,5.0,0.0,91.0,2.69,811.0,4.2,175.0,3.0,20.0,3.15
177,4.09,3.13,4.5,0.045100003,4.5,0.0,78.3,2.58,899.0,8.2,176.0,3.0,21.0,4.09
178,4.16,4.84,3.69,0.0342,8.3,0.0,95.3,3.17,999.0,14.5,177.0,3.0,22.0,4.16
179,3.64,4.52,4.54,0.042600002,5.7,0.0,85.7,2.29,882.0,13.5,178.0,3.0,23.0,3.64
180,3.22,4.29,4.86,0.044899996,10.9,0.0,85.2,2.59,1086.0,12.8,179.0,3.0,24.0,3.22
181,3.43,3.27,4.85,0.0498,6.7,0.0,90.3,2.4,886.0,4.7,180.0,3.0,25.0,3.43
182,4.63,3.14,4.83,0.0332,10.2,0.0,77.6,3.31,961.0,4.1,181.0,3.0,26.0,4.63
183,4.33,4.53,3.3,0.048,13.4,0.0,97.1,2.41,942.0,4.5,182.0,3.0,27.0,4.33
184,4.58,4.86,3.33,0.034,13.9,0.0,91.0,2.37,1081.0,16.6,183.0,3.0,28.0,4.58
185,4.26,4.26,4.12,0.0495,15.1,0.0,83.8,3.12,854.0,15.7,184.0,3.0,29.0,4.26
186,3.2,4.97,4.27,0.035099998,9.2,0.0,75.8,2.91,854.0,16.2,185.0,3.0,30.0,3.2
187,3.05,4.07,4.43,0.0358,6.9,0.0,80.4,2.37,1057.0,17.3,186.0,3.0,31.0,3.05
188,3.57,3.05,4.17,0.0312,15.4,0.0,88.1,2.47,965.0,16.4,187.0,3.0,32.0,3.57
189,4.4,3.51,3.46,0.0422,12.3,0.0,79.9,3.09,916.0,14.5,188.0,3.0,33.0,4.4
190,3.31,4.96,4.23,0.0396,7.4,0.0,86.1,2.49,949.0,3.0,189.0,3.0,34.0,3.31
191,4.35,3.65,3.01,0.048699997,11.7,0.0,73.1,3.38,859.0,7.8,190.0,3.0,35.0,4.35
192,4.75,4.03,4.89,0.038599998,7.5,0.0,82.4,2.2,894.0,12.3,191.0,3.0,36.0,4.75
193,4.78,4.04,3.02,0.033099998,10.0,0.0,73.2,3.07,961.0,11.6,192.0,3.0,37.0,4.78
194,3.48,3.44,4.17,0.044899996,5.5,0.0,74.3,2.3,967.0,10.3,193.0,3.0,38.0,3.48
195,4.48,4.79,4.57,0.031400003,3.5,0.0,91.6,2.63,1080.0,11.9,194.0,3.0,39.0,4.48
196,3.14,4.15,4.08,0.0397,12.9,0.0,80.5,2.57,1027.0,17.5,195.0,3.0,40.0,3.14
197,4.98,4.85,3.62,0.0418,13.3,0.0,82.6,2.29,966.0,15.9,196.0,3.0,41.0,4.98
198,4.59,3.21,4.74,0.0334,10.5,0.0,98.3,3.03,823.0,8.2,197.0,3.0,42.0,4.59
199,4.5,3.13,3.5,0.0392,17.8,0.0,97.9,3.36,1015.0,11.3,198.0,3.0,43.0,4.5
200,4.06,4.78,4.06,0.0367,4.4,0.0,84.7,3.31,808.0,4.0,199.0,3.0,44.0,4.06
201,4.46,4.04,3.56,0.0363,11.7,0.0,75.8,2.2,1017.0,7.8,200.0,3.0,45.0,4.46
202,3.12,4.13,3.8,0.0424,13.4,0.0,95.6,3.34,908.0,14.3,201.0,3.0,46.0,3.12
203,4.77,3.69,4.47,0.033099998,3.3,0.0,86.2,2.73,1079.0,11.3,202.0,3.0,47.0,4.77
204,4.97,3.24,3.71,0.0458,10.0,0.0,92.0,3.39,994.0,7.8,203.0,3.0,48.0,4.97
205,4.92,3.13,4.8,0.0456,17.0,0.0,70.1,3.18,817.0,17.4,204.0,3.0,49.0,4.92
206,3.49,4.34,3.25,0.037100002,12.1,0.0,87.0,3.18,963.0,8.0,205.0,3.0,50.0,3.49
207,4.25,4.01,3.94,0.049200002,6.4,0.0,71.0,2.17,1054.0,10.0,206.0,3.0,51.0,4.25
208,4.65,4.89,4.71,0.0365,4.0,0.0,98.7,2.96,1021.0,4.0,207.0,4.0,0.0,4.65
209,4.23,4.34,3.74,0.031400003,7.4,0.0,80.9,2.75,1094.0,5.3,208.0,4.0,1.0,4.23
210,3.27,3.22,4.74,0.047199998,11.9,0.0,87.7,2.25,957.0,6.9,209.0,4.0,2.0,3.27
211,3.9,3.06,3.96,0.0312,17.5,0.0,71.7,2.83,1030.0,6.8,210.0,4.0,3.0,3.9
212,3.27,4.78,3.6,0.047199998,11.7,0.0,72.1,3.16,884.0,16.5,211.0,4.0,4.0,3.27
213,3.3,3.95,3.58,0.0319,9.2,0.0,82.6,2.81,1094.0,17.3,212.0,4.0,5.0,3.3
214,4.93,4.26,3.26,0.042600002,16.3,0.0,90.6,3.12,928.0,6.1,213.0,4.0,6.0,4.93
215,3.09,4.77,4.24,0.0422,12.0,0.0,79.2,2.96,961.0,3.2,214.0,4.0,7.0,3.09
216,4.51,3.52,4.73,0.0377,4.7,0.0,78.0,2.15,892.0,5.6,215.0,4.0,8.0,4.51
217,3.49,3.07,4.19,0.033,5.6,0.0,76.1,3.15,1039.0,5.5,216.0,4.0,9.0,3.49
218,3.97,4.93,3.25,0.032899998,15.2,0.0,72.7,2.81,959.0,12.8,217.0,4.0,10.0,3.97
219,3.27,3.24,3.31,0.0377,3.6,0.0,77.9,2.53,968.0,3.0,218.0,4.0,11.0,3.27
220,3.98,3.77,4.49,0.0394,5.7,0.0,90.1,2.22,1030.0,8.2,219.0,4.0,12.0,3.98
221,4.51,3.24,3.84,0.032,14.5,0.0,87.7,2.09,970.0,4.9,220.0,4.0,13.0,4.51
222,3.64,3.0,4.18,0.0417,10.3,0.0,79.5,2.77,895.0,14.7,221.0,4.0,14.0,3.64
223,4.75,4.13,4.22,0.045700002,9.6,0.0,96.8,2.54,1087.0,11.2,222.0,4.0,15.0,4.75
224,3.4,4.05,4.7,0.0306,8.1,0.0,96.2,2.42,1008.0,14.9,223.0,4.0,16.0,3.4
225,4.35,4.52,3.94,0.0335,9.0,0.0,96.2,3.2,917.0,16.1,224.0,4.0,17.0,4.35
226,3.51,4.1,4.49,0.0347,6.4,0.0,95.1,2.13,947.0,17.8,225.0,4.0,18.0,3.51
227,4.32,4.59,3.56,0.044499997,8.2,0.0,88.8,2.23,1071.0,15.3,226.0,4.0,19.0,4.32
228,3.86,4.07,4.92,0.04,12.6,0.0,91.9,2.39,894.0,8.1,227.0,4.0,20.0,3.86
229,3.74,4.17,4.75,0.0395,4.6,0.0,74.4,2.15,1056.0,9.4,228.0,4.0,21.0,3.74
230,4.56,3.59,3.97,0.0397,13.9,0.0,89.1,2.91,940.0,9.3,229.0,4.0,22.0,4.56
231,4.19,4.2,4.92,0.0448,13.3,0.0,78.5,2.72,999.0,15.6,230.0,4.0,23.0,4.19
