Muestra,Temp,Hum,Hum2,Pres,Den,Vol,DP,DP1,Vel1,Vel2,Tiempo,PWM,Paro,VelRef,Error
28,2.86,82.1,81.9,996.0,3.47,4.88,4.59,4.87,16.5,16.5,62.0,1.0,11.0,1.0,0.0
29,2.53,95.7,96.1,952.0,3.66,3.21,4.57,4.96,8.5,16.0,68.0,1.0,17.0,1.0,0.0
30,3.44,75.5,82.1,812.0,3.93,3.27,3.32,3.44,12.1,12.8,69.0,1.0,18.0,1.0,0.0
31,3.41,82.7,97.9,1084.0,4.37,3.7,4.61,4.81,9.5,3.2,75.0,1.0,24.0,1.0,0.0
32,2.27,74.1,93.6,920.0,3.99,4.12,4.59,4.56,7.0,8.2,77.0,1.0,26.0,1.0,0.0
33,2.45,86.1,75.7,910.0,4.28,3.05,4.73,4.37,14.9,17.6,79.0,1.0,28.0,1.0,0.0
34,2.39,85.0,73.5,815.0,4.64,3.94,4.63,4.58,3.2,17.2,81.0,1.0,30.0,1.0,0.0
35,2.51,73.4,72.8,971.0,3.48,3.75,3.53,3.71,10.9,12.3,83.0,1.0,32.0,1.0,0.0
36,3.38,78.2,94.4,1028.0,4.93,4.75,4.8,3.0,12.6,17.7,85.0,1.0,34.0,1.0,0.0
37,2.07,82.3,99.8,914.0,3.45,3.62,4.09,3.1,7.9,14.8,87.0,1.0,36.0,1.0,0.0
38,3.01,85.9,98.3,814.0,3.37,3.79,3.98,4.0,6.7,11.5,89.0,1.0,38.0,1.0,0.0
39,3.12,86.3,96.9,890.0,3.23,3.78,4.13,4.61,14.0,12.0,91.0,1.0,40.0,1.0,0.0
40,3.32,75.9,87.7,979.0,3.32,3.72,4.83,3.81,3.3,15.2,101.0,1.0,50.0,1.0,0.0
41,3.21,75.6,71.8,991.0,4.0,4.96,4.2,4.04,17.9,15.9,102.0,1.0,51.0,1.0,0.0
42,2.11,98.2,74.8,854.0,3.4,4.81,4.7,3.28,8.1,17.4,105.0,2.0,2.0,1.0,0.0
43,2.93,76.4,97.8,956.0,4.71,4.41,4.55,3.36,11.9,15.8,110.0,2.0,7.0,1.0,0.0
44,2.36,70.5,70.7,1033.0,3.66,4.53,3.12,4.25,7.0,3.3,112.0,2.0,9.0,1.0,0.0
45,2.25,79.8,99.2,1033.0,4.62,3.76,3.36,3.46,15.3,4.4,114.0,2.0,11.0,1.0,0.0
46,2.22,74.8,90.0,870.0,4.98,3.92,4.45,4.28,13.0,7.3,116.0,2.0,13.0,1.0,0.0
47,2.31,75.7,71.9,1086.0,3.56,3.16,3.54,4.54,4.4,14.5,118.0,2.0,15.0,1.0,0.0
48,2.03,79.1,82.1,925.0,3.53,4.29,3.96,4.53,9.1,8.8,122.0,2.0,19.0,1.0,0.0
49,2.91,76.3,72.0,968.0,3.87,4.26,3.72,3.19,12.1,13.4,123.0,2.0,20.0,1.0,0.0
50,2.94,97.1,97.9,1035.0,4.29,3.88,3.48,4.78,14.7,15.3,125.0,2.0,22.0,1.0,0.0
51,2.2,84.8,76.1,1051.0,3.18,4.77,4.46,3.61,5.8,5.8,128.0,2.0,25.0,1.0,0.0
52,2.53,87.8,95.3,1095.0,3.71,3.75,3.04,4.62,6.2,4.9,130.0,2.0,27.0,1.0,0.0
53,2.29,77.5,72.7,987.0,4.63,3.37,4.66,4.34,11.3,5.5,132.0,2.0,29.0,1.0,0.0
54,2.85,99.1,90.6,960.0,4.6,4.12,3.03,3.3,6.5,8.0,135.0,2.0,32.0,1.0,0.0
55,2.85,76.7,88.4,988.0,3.0,3.86,4.0,3.95,17.9,8.2,136.0,2.0,33.0,1.0,0.0
56,3.37,90.3,72.1,1047.0,3.34,4.49,3.16,4.59,11.8,8.0,145.0,2.0,42.0,1.0,0.0
57,2.52,79.5,83.6,854.0,3.08,4.8,3.31,3.3,17.5,14.4,147.0,2.0,44.0,1.0,0.0
58,2.89,96.7,91.9,866.0,4.99,4.2,4.15,4.77,15.2,17.2,149.0,2.0,46.0,1.0,0.0
59,3.41,98.1,97.9,1018.0,4.6,4.29,4.55,3.82,4.4,16.2,153.0,2.0,50.0,1.0,0.0
60,3.16,96.1,86.4,1005.0,4.22,4.13,4.43,3.36,14.8,7.4,155.0,3.0,0.0,1.0,0.0
61,3.32,79.7,75.9,873.0,4.9,3.19,3.1,4.11,9.5,5.8,157.0,3.0,2.0,1.0,0.0
62,2.51,86.5,90.2,917.0,4.53,3.99,4.16,4.84,14.9,7.2,159.0,3.0,4.0,1.0,0.0
63,2.53,81.5,72.9,957.0,4.82,3.64,4.52,4.54,10.6,5.7,160.0,3.0,5.0,1.0,0.0
64,3.05,75.9,85.2,1086.0,3.22,4.29,4.86,4.49,10.9,12.8,161.0,3.0,6.0,1.0,0.0
65,2.76,86.1,96.3,1014.0,4.83,3.32,4.22,4.11,7.1,15.1,163.0,3.0,8.0,1.0,0.0
66,3.42,83.3,95.3,930.0,4.8,4.04,4.15,3.87,9.0,16.1,164.0,3.0,9.0,1.0,0.0
