Muestra,Temp,Hum,Hum2,Pres,Den,Vol,DP,DP1,Vel1,Vel2,Tiempo,PWM,Paro,VelRef,Error
23,2.48,99.2,82.0,1016.0,4.8,3.67,4.52,4.39,12.8,8.1,49.0,0.0,50.0,1.0,0.0
24,2.08,85.3,92.7,1050.0,4.11,4.63,4.94,4.33,15.7,15.7,51.0,1.0,0.0,1.0,0.0
25,3.03,72.4,80.8,936.0,3.81,3.15,4.1,3.16,3.5,15.3,53.0,1.0,2.0,1.0,0.0
26,2.6,85.8,81.1,844.0,4.18,4.18,4.34,3.25,4.7,6.9,56.0,1.0,5.0,1.0,0.0
27,3.47,71.5,79.3,879.0,4.29,4.64,4.79,4.01,15.5,11.9,60.0,1.0,9.0,1.0,0.0
28,2.62,98.4,88.9,1084.0,4.34,3.67,4.19,3.15,12.5,15.6,63.0,1.0,12.0,1.0,0.0
29,2.29,96.5,89.1,907.0,4.24,4.65,4.21,3.54,3.6,8.0,65.0,1.0,14.0,1.0,0.0
30,2.53,95.7,96.1,952.0,3.66,3.21,4.57,4.96,8.5,16.0,68.0,1.0,17.0,1.0,0.0
31,2.02,95.6,77.0,1003.0,3.39,4.14,4.99,4.66,6.5,15.1,70.0,1.0,19.0,1.0,0.0
32,2.11,73.1,99.2,916.0,3.99,4.71,3.39,4.7,16.6,7.1,72.0,1.0,21.0,1.0,0.0
33,2.11,70.4,82.6,891.0,4.9,4.22,4.64,3.9,6.4,9.3,74.0,1.0,23.0,1.0,0.0
34,2.82,83.2,95.4,1059.0,3.47,4.77,3.62,3.1,4.9,3.0,76.0,1.0,25.0,1.0,0.0
35,2.27,74.1,93.6,920.0,3.99,4.12,4.59,4.56,7.0,8.2,77.0,1.0,26.0,1.0,0.0
36,2.48,91.4,94.4,818.0,4.5,4.01,3.95,3.21,11.1,13.1,78.0,1.0,27.0,1.0,0.0
37,2.45,86.1,75.7,910.0,4.28,3.05,4.73,4.37,14.9,17.6,79.0,1.0,28.0,1.0,0.0
38,2.03,72.1,97.5,1018.0,4.0,3.89,3.62,3.54,9.3,7.3,80.0,1.0,29.0,1.0,0.0
39,2.16,91.4,72.0,960.0,3.5,4.68,4.41,3.47,7.6,16.7,82.0,1.0,31.0,1.0,0.0
40,2.69,87.1,72.0,1064.0,3.79,3.3,3.1,3.8,4.3,7.2,84.0,1.0,33.0,1.0,0.0
41,3.38,78.2,94.4,1028.0,4.93,4.75,4.8,3.0,12.6,17.7,85.0,1.0,34.0,1.0,0.0
42,2.07,82.3,99.8,914.0,3.45,3.62,4.09,3.1,7.9,14.8,87.0,1.0,36.0,1.0,0.0
43,3.4,95.5,94.3,1055.0,4.85,4.34,3.75,4.21,3.1,5.6,88.0,1.0,37.0,1.0,0.0
