Muestra,Temp,Hum,Hum2,Pres,Den,Vol,DP,DP1,Vel1,Vel2,Tiempo,PWM,Paro,VelRef,Error
41,2.2,84.8,76.1,1051.0,3.18,4.77,4.46,3.61,5.8,5.8,128.0,2.0,25.0,1.0,0.0
42,2.53,87.8,95.3,1095.0,3.71,3.75,3.04,4.62,6.2,4.9,130.0,2.0,27.0,1.0,0.0
43,2.29,77.5,72.7,987.0,4.63,3.37,4.66,4.34,11.3,5.5,132.0,2.0,29.0,1.0,0.0
44,2.44,93.0,76.7,965.0,4.1,3.82,3.05,4.14,3.2,12.1,134.0,2.0,31.0,1.0,0.0
45,2.85,99.1,90.6,960.0,4.6,4.12,3.03,3.3,6.5,8.0,135.0,2.0,32.0,1.0,0.0
46,2.85,76.7,88.4,988.0,3.0,3.86,4.0,3.95,17.9,8.2,136.0,2.0,33.0,1.0,0.0
47,3.45,80.5,71.9,891.0,4.21,4.74,4.14,3.62,3.6,16.3,138.0,2.0,35.0,1.0,0.0
48,2.26,71.9,70.1,1030.0,3.44,4.75,3.58,3.62,11.1,11.6,139.0,2.0,36.0,1.0,0.0
49,2.2,90.8,92.4,1047.0,4.08,3.11,4.97,3.0,4.4,7.6,140.0,2.0,37.0,1.0,0.0
50,3.12,87.3,99.3,1035.0,4.88,4.71,3.38,3.21,7.1,4.3,142.0,2.0,39.0,1.0,0.0
51,2.97,96.9,73.2,834.0,4.28,4.43,3.79,4.06,3.4,8.7,144.0,2.0,41.0,1.0,0.0
52,3.33,78.6,99.6,1085.0,4.24,4.22,4.63,4.81,4.2,13.1,146.0,2.0,43.0,1.0,0.0
53,3.12,73.6,73.7,809.0,3.85,4.19,4.81,3.1,8.8,8.9,148.0,2.0,45.0,1.0,0.0
54,2.8,78.1,78.5,1030.0,4.25,3.36,4.94,4.45,8.2,6.3,150.0,2.0,47.0,1.0,0.0
55,3.32,79.7,75.9,873.0,4.9,3.19,3.1,4.11,9.5,5.8,157.0,3.0,2.0,1.0,0.0
56,2.51,86.5,90.2,917.0,4.53,3.99,4.16,4.84,14.9,7.2,159.0,3.0,4.0,1.0,0.0
57,3.05,75.9,85.2,1086.0,3.22,4.29,4.86,4.49,10.9,12.8,161.0,3.0,6.0,1.0,0.0
58,3.42,83.3,95.3,930.0,4.8,4.04,4.15,3.87,9.0,16.1,164.0,3.0,9.0,1.0,0.0
59,3.26,91.2,99.5,921.0,4.77,4.41,4.58,3.54,10.0,17.7,166.0,3.0,11.0,1.0,0.0
60,2.08,73.9,84.3,997.0,3.81,4.65,3.57,3.05,4.7,14.2,168.0,3.0,13.0,1.0,0.0
61,3.24,79.4,97.5,903.0,4.89,3.86,3.45,4.43,13.7,6.2,172.0,3.0,17.0,1.0,0.0
62,3.48,74.4,81.7,1049.0,4.25,3.73,3.63,3.16,16.0,17.8,174.0,3.0,19.0,1.0,0.0
63,2.58,89.7,94.9,1095.0,3.29,3.26,3.66,4.98,16.5,9.2,176.0,3.0,21.0,1.0,0.0
64,2.75,90.2,83.6,1079.0,4.15,4.5,3.13,3.5,17.2,17.8,178.0,3.0,23.0,1.0,0.0
65,2.25,77.1,79.1,850.0,3.17,3.1,3.54,4.25,8.1,7.4,185.0,3.0,30.0,1.0,0.0
66,2.1,71.0,77.5,909.0,3.94,4.23,4.34,3.74,14.4,7.4,187.0,3.0,32.0,1.0,0.0
67,2.83,71.7,93.0,1090.0,3.06,3.96,3.12,3.95,6.8,14.6,189.0,3.0,34.0,1.0,0.0
68,3.44,73.0,79.5,1058.0,3.19,3.12,3.43,4.12,8.6,15.8,191.0,3.0,36.0,1.0,0.0
69,2.27,72.4,72.2,1040.0,3.52,3.15,4.8,3.92,8.1,13.2,193.0,3.0,38.0,1.0,0.0
70,2.0,87.2,90.1,1030.0,3.98,3.77,4.49,3.94,5.7,8.2,197.0,3.0,42.0,1.0,0.0
71,2.72,78.5,89.9,819.0,4.2,4.92,4.48,3.53,15.6,5.6,207.0,4.0,0.0,1.0,0.0
72,3.32,77.9,99.6,829.0,4.01,3.56,4.3,4.81,15.0,9.2,212.0,4.0,5.0,1.0,0.0
73,2.73,77.8,98.6,830.0,3.52,3.26,4.79,4.1,6.2,3.1,214.0,4.0,7.0,1.0,0.0
74,3.22,90.1,78.7,879.0,3.08,4.37,3.36,3.02,5.8,5.3,215.0,4.0,8.0,1.0,0.0
75,2.38,97.4,90.9,1096.0,4.23,4.62,4.23,3.46,5.9,3.5,216.0,4.0,9.0,1.0,0.0
76,2.16,74.7,81.3,1084.0,3.57,3.6,4.57,3.0,6.6,4.3,218.0,4.0,11.0,1.0,0.0
77,3.46,85.5,92.4,866.0,3.08,3.33,4.61,4.57,10.1,15.6,220.0,4.0,13.0,1.0,0.0
78,2.93,87.2,75.5,1038.0,4.75,3.2,4.75,4.86,12.7,8.5,227.0,4.0,20.0,1.0,0.0
79,2.05,75.1,97.7,806.0,4.9,4.95,4.96,3.61,16.1,10.5,229.0,4.0,22.0,1.0,0.0
80,2.56,87.9,87.0,824.0,4.57,4.22,3.53,3.73,16.0,8.3,230.0,4.0,23.0,1.0,0.0
81,2.33,83.4,78.2,857.0,4.63,3.41,3.37,3.29,16.7,16.6,231.0,4.0,24.0,1.0,0.0
82,3.39,81.3,89.2,1039.0,4.44,3.68,3.83,3.29,9.5,3.5,233.0,4.0,26.0,1.0,0.0
83,2.27,73.7,79.1,842.0,3.98,4.77,3.04,4.82,8.6,10.5,239.0,4.0,32.0,1.0,0.0
84,2.32,97.1,70.0,805.0,3.55,3.21,4.84,4.34,12.7,5.8,241.0,4.0,34.0,1.0,0.0
85,2.36,73.7,94.6,1062.0,4.57,4.42,4.96,4.03,11.1,11.1,244.0,4.0,37.0,1.0,0.0
86,3.38,75.1,98.7,890.0,3.8,3.32,4.26,3.29,13.7,14.4,246.0,4.0,39.0,1.0,0.0
87,3.01,77.2,74.0,853.0,4.29,3.32,3.8,4.59,15.4,12.0,249.0,4.0,42.0,1.0,0.0
88,2.21,92.7,91.5,927.0,3.41,3.09,4.58,4.35,14.5,4.1,251.0,4.0,44.0,1.0,0.0
89,2.83,77.4,71.3,811.0,4.44,4.08,4.59,3.05,10.2,7.2,253.0,4.0,46.0,1.0,0.0
90,3.11,70.9,98.3,948.0,4.85,4.07,4.6,4.8,6.9,4.3,255.0,4.0,48.0,1.0,0.0
91,2.03,89.8,86.3,1061.0,4.91,4.77,3.89,4.97,5.9,9.2,257.0,4.0,50.0,1.0,0.0
92,2.67,95.2,75.1,1061.0,3.95,3.17,3.29,3.27,17.1,6.6,261.0,5.0,2.0,1.0,0.0
93,3.08,98.5,82.0,857.0,3.45,3.97,3.79,4.99,8.2,6.3,263.0,5.0,4.0,1.0,0.0
94,2.87,81.5,92.9,824.0,4.15,4.66,3.72,3.96,9.0,15.8,265.0,5.0,6.0,1.0,0.0
95,2.21,80.8,74.5,1052.0,3.95,3.11,3.1,4.6,16.2,14.0,267.0,5.0,8.0,1.0,0.0
96,2.27,92.4,84.9,993.0,4.44,3.16,3.24,3.81,9.1,6.5,269.0,5.0,10.0,1.0,0.0
97,3.0,75.6,98.9,1001.0,3.99,3.1,3.74,3.95,5.8,7.1,271.0,5.0,12.0,1.0,0.0
98,2.87,99.5,81.9,993.0,3.06,4.05,3.31,4.78,12.9,16.0,273.0,5.0,14.0,1.0,0.0
99,3.38,98.8,90.7,862.0,4.58,3.16,4.75,4.77,12.2,10.7,275.0,5.0,16.0,1.0,0.0
100,2.36,90.5,71.1,1084.0,3.55,4.75,4.59,4.39,12.9,17.9,277.0,5.0,18.0,1.0,0.0
101,3.43,81.7,70.1,865.0,3.48,4.74,4.32,4.88,9.5,13.8,279.0,5.0,20.0,1.0,0.0
102,3.07,85.3,87.4,1064.0,4.07,3.02,3.14,3.69,6.9,9.4,282.0,5.0,23.0,1.0,0.0
103,2.52,98.9,91.3,828.0,3.03,4.98,3.17,4.5,11.8,17.6,286.0,5.0,27.0,1.0,0.0
104,2.22,94.6,93.1,903.0,4.2,3.27,3.64,4.51,8.5,5.9,288.0,5.0,29.0,1.0,0.0
105,3.02,88.8,98.6,1028.0,4.17,3.22,4.23,4.26,7.6,9.1,290.0,5.0,31.0,1.0,0.0
106,2.25,93.8,77.2,987.0,3.57,4.15,4.27,4.61,6.2,15.7,292.0,5.0,33.0,1.0,0.0
107,3.08,75.9,74.3,1048.0,4.27,3.52,4.33,3.08,7.1,5.1,294.0,5.0,35.0,1.0,0.0
108,2.15,98.0,74.7,927.0,3.75,4.88,4.86,3.64,7.7,8.6,296.0,5.0,37.0,1.0,0.0
109,2.91,94.2,90.2,965.0,4.69,3.11,4.08,4.02,7.3,5.3,298.0,5.0,39.0,1.0,0.0
110,2.55,88.7,71.4,1001.0,3.65,4.99,4.59,3.57,12.0,12.3,300.0,5.0,41.0,1.0,0.0
111,2.74,95.6,91.4,907.0,4.48,3.08,4.04,4.87,6.5,11.2,302.0,5.0,43.0,1.0,0.0
112,2.2,83.2,70.4,985.0,3.79,4.64,3.55,4.26,10.9,14.0,304.0,5.0,45.0,1.0,0.0
113,2.1,86.4,82.8,1027.0,4.01,3.0,4.82,4.44,11.5,14.9,306.0,5.0,47.0,1.0,0.0
114,2.2,78.9,71.2,1042.0,3.83,3.02,4.41,4.52,9.7,11.7,308.0,5.0,49.0,1.0,0.0
115,2.43,91.1,94.1,1031.0,4.07,3.68,4.63,3.01,5.2,16.7,313.0,6.0,2.0,1.0,0.0
116,3.08,97.8,94.6,1094.0,4.63,4.83,4.1,3.84,10.3,11.7,314.0,6.0,3.0,1.0,0.0
117,2.82,96.9,70.7,1062.0,3.84,4.48,4.35,3.3,7.8,17.4,315.0,6.0,4.0,1.0,0.0
118,3.26,85.0,73.4,915.0,3.68,4.91,4.99,4.71,14.9,13.1,316.0,6.0,5.0,1.0,0.0
119,2.43,81.8,74.6,1075.0,4.75,3.81,4.76,4.3,11.5,15.8,321.0,6.0,10.0,1.0,0.0
120,3.06,82.5,94.3,866.0,3.15,3.5,4.42,3.75,15.3,9.5,323.0,6.0,12.0,1.0,0.0
121,2.76,86.2,83.8,1011.0,3.66,3.94,4.09,3.82,17.6,8.9,325.0,6.0,14.0,1.0,0.0
122,2.5,87.5,72.7,963.0,4.52,4.11,4.84,4.87,9.6,5.7,327.0,6.0,16.0,1.0,0.0
123,2.1,86.9,81.4,878.0,3.66,4.57,3.99,3.5,14.9,17.8,329.0,6.0,18.0,1.0,0.0
124,3.47,84.4,87.6,996.0,3.78,3.56,3.36,3.62,11.9,11.9,331.0,6.0,20.0,1.0,0.0
125,3.33,80.1,99.0,1084.0,3.58,4.27,4.94,4.86,12.7,11.9,333.0,6.0,22.0,1.0,0.0
126,3.31,92.3,75.6,1014.0,3.12,4.69,4.52,4.62,16.1,16.5,335.0,6.0,24.0,1.0,0.0
127,3.18,96.4,77.8,925.0,4.04,4.15,4.26,4.86,12.0,10.3,346.0,6.0,35.0,1.0,0.0
128,3.21,75.1,77.1,828.0,3.22,4.99,4.52,3.56,7.9,10.6,348.0,6.0,37.0,1.0,0.0
129,2.85,97.1,94.9,854.0,4.68,3.6,4.96,4.59,5.3,7.8,357.0,6.0,46.0,1.0,0.0
130,3.31,91.1,96.9,958.0,4.99,4.57,4.45,3.23,3.5,15.5,359.0,6.0,48.0,1.0,0.0
131,2.2,87.6,97.5,885.0,4.68,4.92,4.67,3.24,17.4,6.6,360.0,6.0,49.0,1.0,0.0
132,2.83,79.4,88.6,852.0,4.93,3.77,3.09,3.54,9.7,14.8,372.0,7.0,9.0,1.0,0.0
133,3.48,85.0,95.2,954.0,3.32,4.08,3.01,4.9,7.1,17.4,373.0,7.0,10.0,1.0,0.0
134,3.33,75.6,83.6,830.0,3.15,3.7,4.11,4.33,12.6,17.5,375.0,7.0,12.0,1.0,0.0
135,2.45,76.6,87.0,1069.0,4.47,4.84,4.81,4.32,7.1,11.1,377.0,7.0,14.0,1.0,0.0
136,2.67,96.1,79.3,955.0,3.14,3.94,4.16,3.73,8.7,3.1,381.0,7.0,18.0,1.0,0.0
137,2.8,85.8,90.4,1091.0,3.44,4.81,4.63,4.98,7.2,7.0,382.0,7.0,19.0,1.0,0.0
138,2.7,85.4,82.9,840.0,4.81,4.6,4.55,4.82,10.9,4.5,383.0,7.0,20.0,1.0,0.0
139,2.14,89.3,94.2,981.0,4.12,4.96,4.66,4.66,7.0,9.1,385.0,7.0,22.0,1.0,0.0
140,3.27,91.8,70.5,863.0,3.92,4.38,4.49,4.33,8.8,11.6,387.0,7.0,24.0,1.0,0.0
141,2.31,89.6,82.8,909.0,4.44,3.17,4.36,3.36,13.9,6.9,388.0,7.0,25.0,1.0,0.0
142,3.16,91.5,74.6,999.0,3.77,4.12,3.8,3.36,15.4,14.0,401.0,7.0,38.0,1.0,0.0
143,3.37,95.4,83.5,923.0,3.31,4.73,4.77,4.57,17.4,14.6,402.0,7.0,39.0,1.0,0.0
144,2.06,96.3,88.8,829.0,3.0,4.36,3.03,4.15,11.1,5.5,404.0,7.0,41.0,1.0,0.0
145,2.7,94.9,86.2,824.0,3.91,3.65,4.71,3.29,9.9,10.3,409.0,7.0,46.0,1.0,0.0
146,2.1,97.9,72.4,1077.0,3.86,3.01,3.65,3.32,7.7,9.2,411.0,7.0,48.0,1.0,0.0
147,2.24,91.9,75.7,992.0,3.64,4.76,4.05,4.36,11.1,4.6,413.0,7.0,50.0,1.0,0.0
148,2.63,77.4,75.8,869.0,4.32,3.12,3.67,4.79,5.2,4.6,428.0,8.0,13.0,1.0,0.0
149,2.11,95.5,93.8,1045.0,3.19,4.09,4.77,4.43,3.8,17.2,430.0,8.0,15.0,1.0,0.0
150,2.36,89.1,70.0,1022.0,3.15,3.64,4.57,3.71,9.3,6.2,432.0,8.0,17.0,1.0,0.0
151,3.43,82.0,94.8,1098.0,4.87,3.46,3.97,4.67,15.0,16.9,441.0,8.0,26.0,1.0,0.0
152,2.56,70.0,92.9,1099.0,3.04,4.88,4.27,3.6,12.6,6.4,443.0,8.0,28.0,1.0,0.0
153,2.31,71.9,97.2,901.0,4.9,3.43,4.69,3.74,15.9,8.8,445.0,8.0,30.0,1.0,0.0
154,2.85,78.5,92.2,1011.0,3.78,3.87,3.02,4.75,5.1,6.2,446.0,8.0,31.0,1.0,0.0
155,2.66,99.3,77.0,860.0,3.81,3.75,4.12,3.63,3.1,5.8,447.0,8.0,32.0,1.0,0.0
156,2.98,78.7,95.7,889.0,3.9,3.05,3.89,3.05,6.9,6.5,448.0,8.0,33.0,1.0,0.0
157,2.67,83.6,80.5,823.0,4.59,4.36,3.88,3.34,8.1,6.2,449.0,8.0,34.0,1.0,0.0
158,3.19,75.2,89.6,1055.0,3.01,3.0,3.9,3.34,7.4,3.0,451.0,8.0,36.0,1.0,0.0
159,2.49,78.5,89.5,1019.0,3.51,4.95,4.39,4.95,4.9,7.5,453.0,8.0,38.0,1.0,0.0
160,3.21,91.9,78.5,919.0,3.8,3.79,4.34,4.26,17.7,3.8,455.0,8.0,40.0,1.0,0.0
161,2.1,82.8,93.8,900.0,3.1,4.28,3.58,3.87,7.4,8.2,457.0,8.0,42.0,1.0,0.0
162,3.3,75.6,79.8,1015.0,3.55,3.22,4.43,4.59,7.9,10.8,458.0,8.0,43.0,1.0,0.0
163,2.5,77.0,96.5,992.0,3.89,3.66,4.92,3.52,13.7,15.4,459.0,8.0,44.0,1.0,0.0
164,3.02,91.8,77.7,1081.0,4.93,3.89,4.47,4.71,17.9,7.7,462.0,8.0,47.0,1.0,0.0
165,3.14,86.8,99.7,991.0,3.78,4.13,3.19,4.29,4.2,13.3,466.0,8.0,51.0,1.0,0.0
166,3.33,90.4,76.1,1063.0,3.61,4.22,3.51,3.61,7.2,9.2,468.0,9.0,1.0,1.0,0.0
167,2.36,78.9,86.0,920.0,4.77,4.98,3.18,4.97,11.0,6.8,470.0,9.0,3.0,1.0,0.0
168,2.97,74.3,79.2,976.0,4.63,3.68,3.9,3.16,17.6,8.3,472.0,9.0,5.0,1.0,0.0
169,2.11,95.1,74.6,948.0,4.82,4.26,4.71,4.08,15.8,5.3,474.0,9.0,7.0,1.0,0.0
170,2.6,89.7,80.2,1053.0,3.6,4.42,3.91,3.56,8.7,6.6,476.0,9.0,9.0,1.0,0.0
171,3.23,83.2,77.5,1036.0,4.71,3.97,3.54,4.41,15.1,11.7,478.0,9.0,11.0,1.0,0.0
172,2.31,71.8,88.3,977.0,4.93,3.68,3.08,4.9,15.0,7.7,480.0,9.0,13.0,1.0,0.0
173,2.26,79.6,96.3,940.0,3.91,3.91,3.51,3.89,11.0,16.5,482.0,9.0,15.0,1.0,0.0
